gameId,playerId,originalGroup,target,blockNum,phase,phaseNum,repNum,simAdjacent
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page1-128,1.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page1-128,4.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page3-136,1.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page3-136,4.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page3-85,1.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page3-85,4.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page5-64,1.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page5-64,4.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page9-27,1.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page9-27,4.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page9-46,0.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page9-46,1.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX1Z47Q1F23W0P1DA9KKTV,C,page9-46,4.0,refgame,1.0,3.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page1-128,1.0,refgame,1.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page1-128,1.0,refgame,2.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page1-128,4.0,refgame,1.0,3.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page1-128,4.0,refgame,2.0,4.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-136,0.0,refgame,2.0,1.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-136,1.0,refgame,1.0,2.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-136,1.0,refgame,2.0,3.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-136,4.0,refgame,1.0,4.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-136,4.0,refgame,2.0,5.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-85,1.0,refgame,1.0,2.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-85,1.0,refgame,2.0,1.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-85,4.0,refgame,1.0,4.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page3-85,4.0,refgame,2.0,3.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page5-64,1.0,refgame,1.0,2.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page5-64,1.0,refgame,2.0,1.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page5-64,4.0,refgame,1.0,4.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page5-64,4.0,refgame,2.0,3.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page9-27,1.0,refgame,1.0,2.0,
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page9-27,1.0,refgame,2.0,1.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page9-27,4.0,refgame,1.0,4.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page9-27,4.0,refgame,2.0,3.0,1.000000238418579
01KHXX0Z4MAHMJHX38RG43R57Z,01KHXX226X4921MKBBN0XQE8XQ,B,page9-46,0.0,refgame,2.0,1.0,
