gameId,target,speaker1,speaker2,group1,group2,sameGroup,similarity,participantPair,window,length1,length2
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78B0TFR8F59JDGD057XNS,01KJN796KT7FCNV2F9QNCQDSES,A,C,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,6,7
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78B0TFR8F59JDGD057XNS,01KJN78CQJ3KY7VMGAR6F3D4S0,A,B,0,0.25,01KJN78B0TFR8F59JDGD057XNS_01KJN78CQJ3KY7VMGAR6F3D4S0,phase1_final,6,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78B0TFR8F59JDGD057XNS,01KJN78JVY5FN5QXW9XGGE72RG,A,A,1,0.25,01KJN78B0TFR8F59JDGD057XNS_01KJN78JVY5FN5QXW9XGGE72RG,phase1_final,6,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78B0TFR8F59JDGD057XNS,01KJN79ZDP3YNFFHHQA302PJDP,A,C,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,6,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN79Y7T0VZNKHTSJRZWTDZ5,C,B,0,0.0,01KJN78M7563R5D9TQE5G142DA_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,7,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN788SPAKVVBHX9T9FDQWAF,C,B,0,0.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN78M7563R5D9TQE5G142DA,phase1_final,7,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN791EPN054R2NTQQ1BFXJ5,C,A,0,0.0,01KJN78M7563R5D9TQE5G142DA_01KJN791EPN054R2NTQQ1BFXJ5,phase1_final,7,2
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN796KT7FCNV2F9QNCQDSES,C,C,1,0.125,01KJN78M7563R5D9TQE5G142DA_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,7,7
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN78CQJ3KY7VMGAR6F3D4S0,C,B,0,0.0,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN78M7563R5D9TQE5G142DA,phase1_final,7,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN78JVY5FN5QXW9XGGE72RG,C,A,0,0.0,01KJN78JVY5FN5QXW9XGGE72RG_01KJN78M7563R5D9TQE5G142DA,phase1_final,7,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78M7563R5D9TQE5G142DA,01KJN79ZDP3YNFFHHQA302PJDP,C,C,1,0.4,01KJN78M7563R5D9TQE5G142DA_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,7,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN79Y7T0VZNKHTSJRZWTDZ5,01KJN788SPAKVVBHX9T9FDQWAF,B,B,1,1.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,1,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN79Y7T0VZNKHTSJRZWTDZ5,01KJN791EPN054R2NTQQ1BFXJ5,B,A,0,0.5,01KJN791EPN054R2NTQQ1BFXJ5_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,1,2
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN79Y7T0VZNKHTSJRZWTDZ5,01KJN796KT7FCNV2F9QNCQDSES,B,C,0,0.0,01KJN796KT7FCNV2F9QNCQDSES_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,1,7
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN79Y7T0VZNKHTSJRZWTDZ5,01KJN78CQJ3KY7VMGAR6F3D4S0,B,B,1,1.0,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,1,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN79Y7T0VZNKHTSJRZWTDZ5,01KJN78JVY5FN5QXW9XGGE72RG,B,A,0,0.0,01KJN78JVY5FN5QXW9XGGE72RG_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,1,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN79Y7T0VZNKHTSJRZWTDZ5,01KJN79ZDP3YNFFHHQA302PJDP,B,C,0,0.0,01KJN79Y7T0VZNKHTSJRZWTDZ5_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,1,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN788SPAKVVBHX9T9FDQWAF,01KJN791EPN054R2NTQQ1BFXJ5,B,A,0,0.5,01KJN788SPAKVVBHX9T9FDQWAF_01KJN791EPN054R2NTQQ1BFXJ5,phase1_final,1,2
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN788SPAKVVBHX9T9FDQWAF,01KJN796KT7FCNV2F9QNCQDSES,B,C,0,0.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,1,7
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN788SPAKVVBHX9T9FDQWAF,01KJN78CQJ3KY7VMGAR6F3D4S0,B,B,1,1.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN78CQJ3KY7VMGAR6F3D4S0,phase1_final,1,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN788SPAKVVBHX9T9FDQWAF,01KJN78JVY5FN5QXW9XGGE72RG,B,A,0,0.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN78JVY5FN5QXW9XGGE72RG,phase1_final,1,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN788SPAKVVBHX9T9FDQWAF,01KJN79ZDP3YNFFHHQA302PJDP,B,C,0,0.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,1,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN791EPN054R2NTQQ1BFXJ5,01KJN796KT7FCNV2F9QNCQDSES,A,C,0,0.0,01KJN791EPN054R2NTQQ1BFXJ5_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,2,7
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN791EPN054R2NTQQ1BFXJ5,01KJN78CQJ3KY7VMGAR6F3D4S0,A,B,0,0.5,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN791EPN054R2NTQQ1BFXJ5,phase1_final,2,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN791EPN054R2NTQQ1BFXJ5,01KJN78JVY5FN5QXW9XGGE72RG,A,A,1,0.5,01KJN78JVY5FN5QXW9XGGE72RG_01KJN791EPN054R2NTQQ1BFXJ5,phase1_final,2,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN791EPN054R2NTQQ1BFXJ5,01KJN79ZDP3YNFFHHQA302PJDP,A,C,0,0.0,01KJN791EPN054R2NTQQ1BFXJ5_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,2,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN796KT7FCNV2F9QNCQDSES,01KJN78CQJ3KY7VMGAR6F3D4S0,C,B,0,0.0,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,7,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN796KT7FCNV2F9QNCQDSES,01KJN78JVY5FN5QXW9XGGE72RG,C,A,0,0.0,01KJN78JVY5FN5QXW9XGGE72RG_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,7,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN796KT7FCNV2F9QNCQDSES,01KJN79ZDP3YNFFHHQA302PJDP,C,C,1,0.14285714285714285,01KJN796KT7FCNV2F9QNCQDSES_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,7,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78CQJ3KY7VMGAR6F3D4S0,01KJN78JVY5FN5QXW9XGGE72RG,B,A,0,0.0,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN78JVY5FN5QXW9XGGE72RG,phase1_final,1,1
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78CQJ3KY7VMGAR6F3D4S0,01KJN79ZDP3YNFFHHQA302PJDP,B,C,0,0.0,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,1,3
01KJN6MMPQTMDYRN709968YFN1,page3-35,01KJN78JVY5FN5QXW9XGGE72RG,01KJN79ZDP3YNFFHHQA302PJDP,A,C,0,0.0,01KJN78JVY5FN5QXW9XGGE72RG_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,1,3
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN78M7563R5D9TQE5G142DA,A,C,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN78M7563R5D9TQE5G142DA,phase1_final,5,8
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN79Y7T0VZNKHTSJRZWTDZ5,A,B,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,5,4
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN788SPAKVVBHX9T9FDQWAF,A,B,0,0.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN78B0TFR8F59JDGD057XNS,phase1_final,5,6
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN791EPN054R2NTQQ1BFXJ5,A,A,1,0.6666666666666666,01KJN78B0TFR8F59JDGD057XNS_01KJN791EPN054R2NTQQ1BFXJ5,phase1_final,5,3
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN796KT7FCNV2F9QNCQDSES,A,C,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,5,14
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN78CQJ3KY7VMGAR6F3D4S0,A,B,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN78CQJ3KY7VMGAR6F3D4S0,phase1_final,5,5
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN78JVY5FN5QXW9XGGE72RG,A,A,1,0.6666666666666666,01KJN78B0TFR8F59JDGD057XNS_01KJN78JVY5FN5QXW9XGGE72RG,phase1_final,5,3
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78B0TFR8F59JDGD057XNS,01KJN79ZDP3YNFFHHQA302PJDP,A,C,0,0.0,01KJN78B0TFR8F59JDGD057XNS_01KJN79ZDP3YNFFHHQA302PJDP,phase1_final,5,8
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78M7563R5D9TQE5G142DA,01KJN79Y7T0VZNKHTSJRZWTDZ5,C,B,0,0.0,01KJN78M7563R5D9TQE5G142DA_01KJN79Y7T0VZNKHTSJRZWTDZ5,phase1_final,8,4
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78M7563R5D9TQE5G142DA,01KJN788SPAKVVBHX9T9FDQWAF,C,B,0,0.0,01KJN788SPAKVVBHX9T9FDQWAF_01KJN78M7563R5D9TQE5G142DA,phase1_final,8,6
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78M7563R5D9TQE5G142DA,01KJN791EPN054R2NTQQ1BFXJ5,C,A,0,0.0,01KJN78M7563R5D9TQE5G142DA_01KJN791EPN054R2NTQQ1BFXJ5,phase1_final,8,3
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78M7563R5D9TQE5G142DA,01KJN796KT7FCNV2F9QNCQDSES,C,C,1,0.09090909090909091,01KJN78M7563R5D9TQE5G142DA_01KJN796KT7FCNV2F9QNCQDSES,phase1_final,8,14
01KJN6MMPQTMDYRN709968YFN1,page5-28,01KJN78M7563R5D9TQE5G142DA,01KJN78CQJ3KY7VMGAR6F3D4S0,C,B,0,0.0,01KJN78CQJ3KY7VMGAR6F3D4S0_01KJN78M7563R5D9TQE5G142DA,phase1_final,8,5
