id,batchID,batchIDLastChangedAt,block_num,block_numLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,justStarted,justStartedLastChangedAt,name,nameLastChangedAt,phase,phaseLastChangedAt,phase_num,phase_numLastChangedAt,speaker_index,speaker_indexLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,target,targetLastChangedAt,target_num,target_numLastChangedAt,target_order,target_orderLastChangedAt,transition_type,transition_typeLastChangedAt,trial_num,trial_numLastChangedAt,_sourceRun
01KJN7KYV6KEYGF7WX6G0BANR9,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:26.886541059Z,0.0,2026-03-01T17:37:26.886541059Z,True,2026-03-01T17:38:30.896023813Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:26.886541059Z,0,2026-03-01T17:37:26.886541059Z,False,2026-03-01T17:37:37.904418203Z,Phase 1: Block 1,2026-03-01T17:37:26.886541059Z,refgame,2026-03-01T17:37:26.886541059Z,1.0,2026-03-01T17:37:26.886541059Z,0.0,2026-03-01T17:37:26.886541059Z,2,2026-03-01T17:37:27.27548503Z,True,2026-03-01T17:37:31.85481728Z,page7-107,2026-03-01T17:37:26.886541059Z,0.0,2026-03-01T17:37:26.886541059Z,"[""page7-107"",""page3-35"",""page9-46"",""page7-255"",""page5-28"",""page-B""]",2026-03-01T17:37:26.886541059Z,,,0.0,2026-03-01T17:37:26.886541059Z,20260301_132907
01KJN7KYWVG5D3PX554T4PG812,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:26.940040252Z,3.0,2026-03-01T17:37:26.940040252Z,True,2026-03-01T17:53:57.248923436Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:26.940040252Z,21,2026-03-01T17:37:26.940040252Z,False,2026-03-01T17:53:25.498699372Z,Phase 1: Block 4,2026-03-01T17:37:26.940040252Z,refgame,2026-03-01T17:37:26.940040252Z,1.0,2026-03-01T17:37:26.940040252Z,0.0,2026-03-01T17:37:26.940040252Z,2,2026-03-01T17:37:27.76368637Z,True,2026-03-01T17:53:24.976251022Z,page-B,2026-03-01T17:37:26.940040252Z,3.0,2026-03-01T17:37:26.940040252Z,"[""page7-255"",""page5-28"",""page9-46"",""page-B"",""page3-35"",""page7-107""]",2026-03-01T17:37:26.940040252Z,,,21.0,2026-03-01T17:37:26.940040252Z,20260301_132907
01KJN7KYXWXWC5F6JA6AZJ6Q67,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:26.972723476Z,1.0,2026-03-01T17:37:26.972723476Z,True,2026-03-01T18:03:50.789179906Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:26.972723476Z,47,2026-03-01T17:37:26.972723476Z,False,2026-03-01T18:03:36.930427099Z,Phase 2: Block 2,2026-03-01T17:37:26.972723476Z,refgame,2026-03-01T17:37:26.972723476Z,2.0,2026-03-01T17:37:26.972723476Z,1.0,2026-03-01T17:37:26.972723476Z,2,2026-03-01T17:37:28.469512219Z,True,2026-03-01T18:03:36.238588015Z,page3-35,2026-03-01T17:37:26.972723476Z,4.0,2026-03-01T17:37:26.972723476Z,"[""page5-28"",""page7-255"",""page-B"",""page9-46"",""page3-35"",""page7-107""]",2026-03-01T17:37:26.972723476Z,,,46.0,2026-03-01T17:37:26.972723476Z,20260301_132907
01KJN7KZ63WCMX3HHQH3QX4SWG,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:27.235892846Z,2.0,2026-03-01T17:37:27.235892846Z,True,2026-03-01T18:04:46.080227017Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:27.235892846Z,51,2026-03-01T17:37:27.235892846Z,False,2026-03-01T18:04:36.096017831Z,Phase 2: Block 3,2026-03-01T17:37:27.235892846Z,refgame,2026-03-01T17:37:27.235892846Z,2.0,2026-03-01T17:37:27.235892846Z,2.0,2026-03-01T17:37:27.235892846Z,2,2026-03-01T17:37:28.573044802Z,True,2026-03-01T18:04:35.409025588Z,page7-255,2026-03-01T17:37:27.235892846Z,2.0,2026-03-01T17:37:27.235892846Z,"[""page9-46"",""page3-35"",""page7-255"",""page7-107"",""page5-28"",""page-B""]",2026-03-01T17:37:27.235892846Z,,,50.0,2026-03-01T17:37:27.235892846Z,20260301_132907
01KJN7JJ1E3ET2MMDFS57Q4ATE,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.00651983Z,3.0,2026-03-01T17:36:41.00651983Z,True,2026-03-01T18:15:32.309918254Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.00651983Z,56,2026-03-01T17:36:41.00651983Z,False,2026-03-01T18:15:04.095271156Z,Phase 2: Block 4,2026-03-01T17:36:41.00651983Z,refgame,2026-03-01T17:36:41.00651983Z,2.0,2026-03-01T17:36:41.00651983Z,0.0,2026-03-01T17:36:41.00651983Z,2,2026-03-01T17:36:42.26189322Z,True,2026-03-01T18:15:03.038615274Z,page9-46,2026-03-01T17:36:41.00651983Z,1.0,2026-03-01T17:36:41.00651983Z,"[""page-B"",""page9-46"",""page7-255"",""page5-28"",""page7-107"",""page3-35""]",2026-03-01T17:36:41.00651983Z,,,55.0,2026-03-01T17:36:41.00651983Z,20260301_132907
01KJN7JJ49X2EQESMMJM9CKKQQ,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.097732382Z,3.0,2026-03-01T17:36:41.097732382Z,True,2026-03-01T17:55:01.10592243Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.097732382Z,21,2026-03-01T17:36:41.097732382Z,False,2026-03-01T17:54:00.779617658Z,Phase 1: Block 4,2026-03-01T17:36:41.097732382Z,refgame,2026-03-01T17:36:41.097732382Z,1.0,2026-03-01T17:36:41.097732382Z,0.0,2026-03-01T17:36:41.097732382Z,2,2026-03-01T17:36:41.59195429Z,True,2026-03-01T17:54:00.206898684Z,page3-35,2026-03-01T17:36:41.097732382Z,3.0,2026-03-01T17:36:41.097732382Z,"[""page-B"",""page9-46"",""page7-255"",""page3-35"",""page5-28"",""page7-107""]",2026-03-01T17:36:41.097732382Z,,,21.0,2026-03-01T17:36:41.097732382Z,20260301_132907
01KJN7K5FN5PPN5PJKQY110P3Z,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:00.917171625Z,1.0,2026-03-01T17:37:00.917171625Z,True,2026-03-01T17:44:40.860446123Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:00.917171625Z,7,2026-03-01T17:37:00.917171625Z,False,2026-03-01T17:43:53.2204446Z,Phase 1: Block 2,2026-03-01T17:37:00.917171625Z,refgame,2026-03-01T17:37:00.917171625Z,1.0,2026-03-01T17:37:00.917171625Z,1.0,2026-03-01T17:37:00.917171625Z,2,2026-03-01T17:37:01.392121637Z,True,2026-03-01T17:43:52.802910841Z,page5-28,2026-03-01T17:37:00.917171625Z,1.0,2026-03-01T17:37:00.917171625Z,"[""page3-35"",""page5-28"",""page7-107"",""page9-46"",""page7-255"",""page-B""]",2026-03-01T17:37:00.917171625Z,,,7.0,2026-03-01T17:37:00.917171625Z,20260301_132907
01KJN7JJ4EG9317PS98S3CCXVS,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.102979001Z,4.0,2026-03-01T17:36:41.102979001Z,True,2026-03-01T18:19:48.311986753Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.102979001Z,66,2026-03-01T17:36:41.102979001Z,False,2026-03-01T18:19:24.161970602Z,Phase 2: Block 5,2026-03-01T17:36:41.102979001Z,refgame,2026-03-01T17:36:41.102979001Z,2.0,2026-03-01T17:36:41.102979001Z,1.0,2026-03-01T17:36:41.102979001Z,2,2026-03-01T17:36:42.455816304Z,True,2026-03-01T18:19:23.218631614Z,page5-28,2026-03-01T17:36:41.102979001Z,5.0,2026-03-01T17:36:41.102979001Z,"[""page7-255"",""page9-46"",""page3-35"",""page-B"",""page7-107"",""page5-28""]",2026-03-01T17:36:41.102979001Z,,,65.0,2026-03-01T17:36:41.102979001Z,20260301_132907
01KJN7K5KGSV4XEV8JEA43KKXE,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.040158573Z,2.0,2026-03-01T17:37:01.040158573Z,True,2026-03-01T18:12:09.917583688Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.040158573Z,53,2026-03-01T17:37:01.040158573Z,False,2026-03-01T18:11:52.528365427Z,Phase 2: Block 3,2026-03-01T17:37:01.040158573Z,refgame,2026-03-01T17:37:01.040158573Z,2.0,2026-03-01T17:37:01.040158573Z,2.0,2026-03-01T17:37:01.040158573Z,2,2026-03-01T17:37:02.568129406Z,True,2026-03-01T18:11:51.67846687Z,page9-46,2026-03-01T17:37:01.040158573Z,4.0,2026-03-01T17:37:01.040158573Z,"[""page-B"",""page7-107"",""page5-28"",""page3-35"",""page9-46"",""page7-255""]",2026-03-01T17:37:01.040158573Z,,,52.0,2026-03-01T17:37:01.040158573Z,20260301_132907
01KJN7KYY3G8VA1DGR0XCV0GC9,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:26.979667312Z,0.0,2026-03-01T17:37:26.979667312Z,True,2026-03-01T18:01:54.811909784Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:26.979667312Z,40,2026-03-01T17:37:26.979667312Z,False,2026-03-01T18:01:37.008895295Z,Phase 2: Block 1,2026-03-01T17:37:26.979667312Z,refgame,2026-03-01T17:37:26.979667312Z,2.0,2026-03-01T17:37:26.979667312Z,0.0,2026-03-01T17:37:26.979667312Z,2,2026-03-01T17:37:28.262932489Z,True,2026-03-01T18:01:36.436591395Z,page5-28,2026-03-01T17:37:26.979667312Z,3.0,2026-03-01T17:37:26.979667312Z,"[""page-B"",""page3-35"",""page7-255"",""page5-28"",""page9-46"",""page7-107""]",2026-03-01T17:37:26.979667312Z,,,39.0,2026-03-01T17:37:26.979667312Z,20260301_132907
01KJN7KZ33V5V719AES7EBWC0V,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:27.139717078Z,2.0,2026-03-01T17:37:27.139717078Z,True,2026-03-01T17:49:40.164572738Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:27.139717078Z,14,2026-03-01T17:37:27.139717078Z,False,2026-03-01T17:49:02.496554392Z,Phase 1: Block 3,2026-03-01T17:37:27.139717078Z,refgame,2026-03-01T17:37:27.139717078Z,1.0,2026-03-01T17:37:27.139717078Z,2.0,2026-03-01T17:37:27.139717078Z,2,2026-03-01T17:37:27.604249637Z,True,2026-03-01T17:49:01.995826147Z,page-B,2026-03-01T17:37:27.139717078Z,2.0,2026-03-01T17:37:27.139717078Z,"[""page7-107"",""page3-35"",""page-B"",""page7-255"",""page5-28"",""page9-46""]",2026-03-01T17:37:27.139717078Z,,,14.0,2026-03-01T17:37:27.139717078Z,20260301_132907
01KJN7JJ1D3VX4GD37E1YKG5FM,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.005692808Z,,,True,2026-03-01T18:05:55.730522825Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.005692808Z,36,2026-03-01T17:36:41.005692808Z,False,2026-03-01T18:04:57.412516563Z,,,transition,2026-03-01T17:36:41.005692808Z,,,,,1,2026-03-01T17:36:41.863078652Z,True,2026-03-01T18:04:56.744314802Z,,,,,,,phase_2,2026-03-01T17:36:41.005692808Z,,,20260301_132907
01KJN7K5JNFA8Q9FE5A3D7KH9G,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.013080739Z,,,True,2026-03-01T18:05:44.296536753Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.013080739Z,36,2026-03-01T17:37:01.013080739Z,False,2026-03-01T18:05:14.204310502Z,,,transition,2026-03-01T17:37:01.013080739Z,,,,,1,2026-03-01T17:37:02.120446746Z,True,2026-03-01T18:05:13.432568175Z,,,,,,,phase_2,2026-03-01T17:37:01.013080739Z,,,20260301_132907
01KJN7K5NP3KHGDZYWKZZ35KWP,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.11048197Z,3.0,2026-03-01T17:37:01.11048197Z,True,2026-03-01T17:57:38.855639796Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.11048197Z,23,2026-03-01T17:37:01.11048197Z,False,2026-03-01T17:57:00.153025125Z,Phase 1: Block 4,2026-03-01T17:37:01.11048197Z,refgame,2026-03-01T17:37:01.11048197Z,1.0,2026-03-01T17:37:01.11048197Z,0.0,2026-03-01T17:37:01.11048197Z,2,2026-03-01T17:37:01.816049892Z,True,2026-03-01T17:56:59.512056653Z,page5-28,2026-03-01T17:37:01.11048197Z,5.0,2026-03-01T17:37:01.11048197Z,"[""page-B"",""page7-107"",""page9-46"",""page3-35"",""page7-255"",""page5-28""]",2026-03-01T17:37:01.11048197Z,,,23.0,2026-03-01T17:37:01.11048197Z,20260301_132907
01KJN7JJ0KAZ122DZJNX1TKJ9D,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:40.979881409Z,4.0,2026-03-01T17:36:40.979881409Z,True,2026-03-01T18:00:17.83952589Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:40.979881409Z,28,2026-03-01T17:36:40.979881409Z,False,2026-03-01T17:59:28.241999413Z,Phase 1: Block 5,2026-03-01T17:36:40.979881409Z,refgame,2026-03-01T17:36:40.979881409Z,1.0,2026-03-01T17:36:40.979881409Z,1.0,2026-03-01T17:36:40.979881409Z,2,2026-03-01T17:36:41.706469473Z,True,2026-03-01T17:59:27.670848738Z,page7-255,2026-03-01T17:36:40.979881409Z,4.0,2026-03-01T17:36:40.979881409Z,"[""page3-35"",""page9-46"",""page5-28"",""page7-107"",""page7-255"",""page-B""]",2026-03-01T17:36:40.979881409Z,,,28.0,2026-03-01T17:36:40.979881409Z,20260301_132907
01KJN7JJ1PF41J166TSJBZWQBB,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.014399319Z,0.0,2026-03-01T17:36:41.014399319Z,True,2026-03-01T18:08:44.945218492Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.014399319Z,42,2026-03-01T17:36:41.014399319Z,False,2026-03-01T18:08:22.44622198Z,Phase 2: Block 1,2026-03-01T17:36:41.014399319Z,refgame,2026-03-01T17:36:41.014399319Z,2.0,2026-03-01T17:36:41.014399319Z,0.0,2026-03-01T17:36:41.014399319Z,2,2026-03-01T17:36:41.986268476Z,True,2026-03-01T18:08:21.483808622Z,page3-35,2026-03-01T17:36:41.014399319Z,5.0,2026-03-01T17:36:41.014399319Z,"[""page-B"",""page7-107"",""page7-255"",""page5-28"",""page9-46"",""page3-35""]",2026-03-01T17:36:41.014399319Z,,,41.0,2026-03-01T17:36:41.014399319Z,20260301_132907
01KJN7JJ48GN9B06EQBTGP198N,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.096640269Z,,,True,2026-03-01T18:22:52.595552097Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.096640269Z,73,2026-03-01T17:36:41.096640269Z,False,2026-03-01T18:22:22.583841425Z,,,transition,2026-03-01T17:36:41.096640269Z,,,,,1,2026-03-01T17:36:42.596666768Z,True,2026-03-01T18:22:21.576147917Z,,,,,,,bonus_info,2026-03-01T17:36:41.096640269Z,,,20260301_132907
01KJN7K5RC8BZJV5TJYJRTSV77,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.196247319Z,5.0,2026-03-01T17:37:01.196247319Z,True,2026-03-01T18:17:03.972285764Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.196247319Z,67,2026-03-01T17:37:01.196247319Z,False,2026-03-01T18:16:42.520310293Z,Phase 2: Block 6,2026-03-01T17:37:01.196247319Z,refgame,2026-03-01T17:37:01.196247319Z,2.0,2026-03-01T17:37:01.196247319Z,2.0,2026-03-01T17:37:01.196247319Z,2,2026-03-01T17:37:02.932949051Z,True,2026-03-01T18:16:41.558719273Z,page9-46,2026-03-01T17:37:01.196247319Z,0.0,2026-03-01T17:37:01.196247319Z,"[""page9-46"",""page7-255"",""page7-107"",""page3-35"",""page5-28"",""page-B""]",2026-03-01T17:37:01.196247319Z,,,66.0,2026-03-01T17:37:01.196247319Z,20260301_132907
01KJN7KYW7CVYKM5SHMJ89SKKM,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:26.91968162Z,1.0,2026-03-01T17:37:26.91968162Z,True,2026-03-01T18:03:36.147896855Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:26.91968162Z,46,2026-03-01T17:37:26.91968162Z,False,2026-03-01T18:03:23.55946593Z,Phase 2: Block 2,2026-03-01T17:37:26.91968162Z,refgame,2026-03-01T17:37:26.91968162Z,2.0,2026-03-01T17:37:26.91968162Z,1.0,2026-03-01T17:37:26.91968162Z,2,2026-03-01T17:37:28.446350613Z,True,2026-03-01T18:03:22.440923112Z,page9-46,2026-03-01T17:37:26.91968162Z,3.0,2026-03-01T17:37:26.91968162Z,"[""page5-28"",""page7-255"",""page-B"",""page9-46"",""page3-35"",""page7-107""]",2026-03-01T17:37:26.91968162Z,,,45.0,2026-03-01T17:37:26.91968162Z,20260301_132907
01KJN7KYZJSMEX4580M0EBGRRX,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:27.026790256Z,4.0,2026-03-01T17:37:27.026790256Z,True,2026-03-01T18:07:29.702209218Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:27.026790256Z,61,2026-03-01T17:37:27.026790256Z,False,2026-03-01T18:07:13.987786006Z,Phase 2: Block 5,2026-03-01T17:37:27.026790256Z,refgame,2026-03-01T17:37:27.026790256Z,2.0,2026-03-01T17:37:27.026790256Z,1.0,2026-03-01T17:37:27.026790256Z,2,2026-03-01T17:37:28.851578449Z,True,2026-03-01T18:07:13.104982081Z,page-B,2026-03-01T17:37:27.026790256Z,0.0,2026-03-01T17:37:27.026790256Z,"[""page-B"",""page7-107"",""page3-35"",""page7-255"",""page5-28"",""page9-46""]",2026-03-01T17:37:27.026790256Z,,,60.0,2026-03-01T17:37:27.026790256Z,20260301_132907
01KJN7JHZM2WM100YZYN6HXHWY,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:40.948660024Z,2.0,2026-03-01T17:36:40.948660024Z,True,2026-03-01T17:48:47.30050917Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:40.948660024Z,13,2026-03-01T17:36:40.948660024Z,False,2026-03-01T17:48:07.263697609Z,Phase 1: Block 3,2026-03-01T17:36:40.948660024Z,refgame,2026-03-01T17:36:40.948660024Z,1.0,2026-03-01T17:36:40.948660024Z,2.0,2026-03-01T17:36:40.948660024Z,2,2026-03-01T17:36:41.423267518Z,True,2026-03-01T17:48:06.716554939Z,page5-28,2026-03-01T17:36:40.948660024Z,1.0,2026-03-01T17:36:40.948660024Z,"[""page3-35"",""page5-28"",""page7-255"",""page9-46"",""page7-107"",""page-B""]",2026-03-01T17:36:40.948660024Z,,,13.0,2026-03-01T17:36:40.948660024Z,20260301_132907
01KJN7JJ1820G44H81ADMFG2AV,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.000903255Z,3.0,2026-03-01T17:36:41.000903255Z,True,2026-03-01T18:15:59.271732502Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.000903255Z,57,2026-03-01T17:36:41.000903255Z,False,2026-03-01T18:15:33.292440591Z,Phase 2: Block 4,2026-03-01T17:36:41.000903255Z,refgame,2026-03-01T17:36:41.000903255Z,2.0,2026-03-01T17:36:41.000903255Z,0.0,2026-03-01T17:36:41.000903255Z,2,2026-03-01T17:36:42.281774135Z,True,2026-03-01T18:15:32.41861476Z,page7-255,2026-03-01T17:36:41.000903255Z,2.0,2026-03-01T17:36:41.000903255Z,"[""page-B"",""page9-46"",""page7-255"",""page5-28"",""page7-107"",""page3-35""]",2026-03-01T17:36:41.000903255Z,,,56.0,2026-03-01T17:36:41.000903255Z,20260301_132907
01KJN7JJ4ABAFV6YM5DS9T3RJP,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.098422647Z,3.0,2026-03-01T17:36:41.098422647Z,True,2026-03-01T17:55:51.210654305Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.098422647Z,22,2026-03-01T17:36:41.098422647Z,False,2026-03-01T17:55:01.895992412Z,Phase 1: Block 4,2026-03-01T17:36:41.098422647Z,refgame,2026-03-01T17:36:41.098422647Z,1.0,2026-03-01T17:36:41.098422647Z,0.0,2026-03-01T17:36:41.098422647Z,2,2026-03-01T17:36:41.608767531Z,True,2026-03-01T17:55:01.158187672Z,page5-28,2026-03-01T17:36:41.098422647Z,4.0,2026-03-01T17:36:41.098422647Z,"[""page-B"",""page9-46"",""page7-255"",""page3-35"",""page5-28"",""page7-107""]",2026-03-01T17:36:41.098422647Z,,,22.0,2026-03-01T17:36:41.098422647Z,20260301_132907
01KJN7K5KHS8NZF1KQV836M65V,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.042004197Z,5.0,2026-03-01T17:37:01.042004197Z,True,2026-03-01T18:03:06.937741165Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.042004197Z,32,2026-03-01T17:37:01.042004197Z,False,2026-03-01T18:02:31.013585159Z,Phase 1: Block 6,2026-03-01T17:37:01.042004197Z,refgame,2026-03-01T17:37:01.042004197Z,1.0,2026-03-01T17:37:01.042004197Z,2.0,2026-03-01T17:37:01.042004197Z,2,2026-03-01T17:37:02.032287537Z,True,2026-03-01T18:02:30.15600449Z,page5-28,2026-03-01T17:37:01.042004197Z,2.0,2026-03-01T17:37:01.042004197Z,"[""page7-107"",""page-B"",""page5-28"",""page3-35"",""page7-255"",""page9-46""]",2026-03-01T17:37:01.042004197Z,,,32.0,2026-03-01T17:37:01.042004197Z,20260301_132907
01KJN7K5R9WK49MVWHPP0N06TT,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.193976384Z,0.0,2026-03-01T17:37:01.193976384Z,True,2026-03-01T17:40:06.449121088Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.193976384Z,2,2026-03-01T17:37:01.193976384Z,False,2026-03-01T17:39:06.273331669Z,Phase 1: Block 1,2026-03-01T17:37:01.193976384Z,refgame,2026-03-01T17:37:01.193976384Z,1.0,2026-03-01T17:37:01.193976384Z,0.0,2026-03-01T17:37:01.193976384Z,2,2026-03-01T17:37:01.27183841Z,True,2026-03-01T17:39:05.77957359Z,page-B,2026-03-01T17:37:01.193976384Z,2.0,2026-03-01T17:37:01.193976384Z,"[""page7-107"",""page5-28"",""page-B"",""page7-255"",""page3-35"",""page9-46""]",2026-03-01T17:37:01.193976384Z,,,2.0,2026-03-01T17:37:01.193976384Z,20260301_132907
01KJN7KYWQFV3P23NSADGCXAHG,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:26.935155565Z,4.0,2026-03-01T17:37:26.935155565Z,True,2026-03-01T17:57:36.530133138Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:26.935155565Z,28,2026-03-01T17:37:26.935155565Z,False,2026-03-01T17:57:00.855168471Z,Phase 1: Block 5,2026-03-01T17:37:26.935155565Z,refgame,2026-03-01T17:37:26.935155565Z,1.0,2026-03-01T17:37:26.935155565Z,1.0,2026-03-01T17:37:26.935155565Z,2,2026-03-01T17:37:27.947805209Z,True,2026-03-01T17:57:00.323085341Z,page3-35,2026-03-01T17:37:26.935155565Z,4.0,2026-03-01T17:37:26.935155565Z,"[""page5-28"",""page-B"",""page7-107"",""page7-255"",""page3-35"",""page9-46""]",2026-03-01T17:37:26.935155565Z,,,28.0,2026-03-01T17:37:26.935155565Z,20260301_132907
01KJN7K5HM3GRXQJ2R4WDZ9A25,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:00.980961763Z,0.0,2026-03-01T17:37:00.980961763Z,True,2026-03-01T17:42:52.002005576Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:00.980961763Z,5,2026-03-01T17:37:00.980961763Z,False,2026-03-01T17:41:58.401066854Z,Phase 1: Block 1,2026-03-01T17:37:00.980961763Z,refgame,2026-03-01T17:37:00.980961763Z,1.0,2026-03-01T17:37:00.980961763Z,0.0,2026-03-01T17:37:00.980961763Z,2,2026-03-01T17:37:01.341561817Z,True,2026-03-01T17:41:57.885798903Z,page9-46,2026-03-01T17:37:00.980961763Z,5.0,2026-03-01T17:37:00.980961763Z,"[""page7-107"",""page5-28"",""page-B"",""page7-255"",""page3-35"",""page9-46""]",2026-03-01T17:37:00.980961763Z,,,5.0,2026-03-01T17:37:00.980961763Z,20260301_132907
01KJN7K5N09J8MC2H7WV1N1KZ3,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:01.088852091Z,5.0,2026-03-01T17:37:01.088852091Z,True,2026-03-01T18:18:28.288420601Z,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:37:01.088852091Z,72,2026-03-01T17:37:01.088852091Z,False,2026-03-01T18:18:15.855813922Z,Phase 2: Block 6,2026-03-01T17:37:01.088852091Z,refgame,2026-03-01T17:37:01.088852091Z,2.0,2026-03-01T17:37:01.088852091Z,2.0,2026-03-01T17:37:01.088852091Z,2,2026-03-01T17:37:03.072140052Z,True,2026-03-01T18:18:14.787493533Z,page-B,2026-03-01T17:37:01.088852091Z,5.0,2026-03-01T17:37:01.088852091Z,"[""page9-46"",""page7-255"",""page7-107"",""page3-35"",""page5-28"",""page-B""]",2026-03-01T17:37:01.088852091Z,,,71.0,2026-03-01T17:37:01.088852091Z,20260301_132907
01KJN7KYZR20YM39AKPQ828MRN,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:37:27.032697315Z,,,True,2026-03-01T18:10:39.713664185Z,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:37:27.032697315Z,73,2026-03-01T17:37:27.032697315Z,False,2026-03-01T18:10:22.579904602Z,,,transition,2026-03-01T17:37:27.032697315Z,,,,,1,2026-03-01T17:37:29.182025423Z,True,2026-03-01T18:10:21.555006159Z,,,,,,,bonus_info,2026-03-01T17:37:27.032697315Z,,,20260301_132907
01KJN7JJ1SMVGMC6BAWX0QWSAN,01KJN6MMNFZE55V1CSSMTQD90D,2026-03-01T17:36:41.017741861Z,5.0,2026-03-01T17:36:41.017741861Z,True,2026-03-01T18:01:52.558817786Z,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:36:41.017741861Z,30,2026-03-01T17:36:41.017741861Z,False,2026-03-01T18:01:11.538144612Z,Phase 1: Block 6,2026-03-01T17:36:41.017741861Z,refgame,2026-03-01T17:36:41.017741861Z,1.0,2026-03-01T17:36:41.017741861Z,2.0,2026-03-01T17:36:41.017741861Z,2,2026-03-01T17:36:41.745093468Z,True,2026-03-01T18:01:10.981298197Z,page5-28,2026-03-01T17:36:41.017741861Z,0.0,2026-03-01T17:36:41.017741861Z,"[""page5-28"",""page7-107"",""page-B"",""page9-46"",""page7-255"",""page3-35""]",2026-03-01T17:36:41.017741861Z,,,30.0,2026-03-01T17:36:41.017741861Z,20260301_132907
