gameId,playerId,originalGroup,target,blockNum,phase,phaseNum,repNum,simAdjacent
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page1-128,1.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page1-128,1.0,refgame,2.0,1.0,0.644299328327179
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page1-128,4.0,refgame,2.0,4.0,0.43755149841308594
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page1-128,4.0,refgame,1.0,3.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-136,1.0,refgame,1.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-136,1.0,refgame,2.0,2.0,0.6109014749526978
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-136,4.0,refgame,2.0,4.0,0.857354998588562
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-136,4.0,refgame,1.0,3.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-85,1.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-85,1.0,refgame,1.0,2.0,0.7449878454208374
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-85,4.0,refgame,2.0,3.0,0.709667980670929
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page3-85,4.0,refgame,1.0,4.0,0.07721095532178879
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page5-64,1.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page5-64,1.0,refgame,1.0,2.0,0.5122389197349548
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page5-64,4.0,refgame,2.0,3.0,0.8359591960906982
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page5-64,4.0,refgame,1.0,4.0,0.614539384841919
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-27,1.0,refgame,2.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-27,1.0,refgame,1.0,1.0,0.5918192863464355
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-27,4.0,refgame,2.0,4.0,0.6295346021652222
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-27,4.0,refgame,1.0,3.0,0.22338776290416718
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-46,1.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-46,1.0,refgame,1.0,2.0,0.37079232931137085
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-46,4.0,refgame,2.0,4.0,0.37079232931137085
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,B,page9-46,4.0,refgame,1.0,3.0,1.000000238418579
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page1-128,2.0,refgame,2.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page1-128,2.0,refgame,1.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page1-128,5.0,refgame,2.0,3.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page1-128,5.0,refgame,1.0,4.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-136,2.0,refgame,1.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-136,2.0,refgame,2.0,2.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-136,5.0,refgame,2.0,3.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-136,5.0,refgame,1.0,4.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-85,2.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-85,2.0,refgame,2.0,1.0,0.5638893842697144
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-85,5.0,refgame,2.0,4.0,0.6815851926803589
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page3-85,5.0,refgame,1.0,3.0,0.5411978960037231
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page5-64,2.0,refgame,1.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page5-64,2.0,refgame,2.0,2.0,0.9820685386657715
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page5-64,5.0,refgame,1.0,4.0,0.7127576470375061
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page5-64,5.0,refgame,2.0,3.0,0.7127176523208618
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-27,2.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-27,2.0,refgame,2.0,1.0,0.8019363284111023
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-27,5.0,refgame,2.0,3.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-27,5.0,refgame,1.0,4.0,0.6394603848457336
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-46,2.0,refgame,1.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-46,2.0,refgame,2.0,2.0,0.6640069484710693
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-46,5.0,refgame,2.0,4.0,0.9541689157485962
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,B,page9-46,5.0,refgame,1.0,3.0,0.7522348165512085
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page1-128,1.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page1-128,1.0,refgame,2.0,1.0,0.9162795543670654
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page1-128,4.0,refgame,2.0,3.0,0.987821102142334
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page1-128,4.0,refgame,1.0,4.0,0.839876651763916
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-136,1.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-136,1.0,refgame,2.0,1.0,0.8298631906509399
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-136,4.0,refgame,2.0,3.0,1.0000001192092896
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-136,4.0,refgame,1.0,4.0,0.6906041502952576
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-85,1.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-85,1.0,refgame,1.0,2.0,0.9001526236534119
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-85,4.0,refgame,2.0,3.0,0.6873929500579834
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page3-85,4.0,refgame,1.0,4.0,0.7676293849945068
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page5-64,1.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page5-64,1.0,refgame,1.0,2.0,0.9924589395523071
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page5-64,4.0,refgame,2.0,3.0,0.924454391002655
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-27,1.0,refgame,2.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-27,1.0,refgame,1.0,1.0,0.8410159349441528
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-27,4.0,refgame,2.0,4.0,0.8084732294082642
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-27,4.0,refgame,1.0,3.0,0.8519471287727356
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-46,1.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-46,1.0,refgame,1.0,2.0,0.8021047115325928
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-46,4.0,refgame,2.0,3.0,0.7673052549362183
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,C,page9-46,4.0,refgame,1.0,4.0,0.9556955099105835
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page1-128,2.0,refgame,2.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page1-128,2.0,refgame,1.0,1.0,0.7094330787658691
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page1-128,5.0,refgame,2.0,3.0,0.6557542085647583
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page1-128,5.0,refgame,1.0,4.0,0.7540011405944824
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-136,2.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-136,2.0,refgame,2.0,1.0,0.6334608793258667
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-136,5.0,refgame,2.0,4.0,0.8851960897445679
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-136,5.0,refgame,1.0,3.0,0.8369486331939697
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-85,2.0,refgame,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-85,5.0,refgame,2.0,4.0,0.9315381646156311
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page3-85,5.0,refgame,1.0,3.0,0.7799962759017944
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page5-64,2.0,refgame,1.0,2.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,C,page5-64,2.0,refgame,2.0,1.0,0.8952137231826782
