gameId,playerId,playerName,originalGroup,currentGroup,role,blockNum,phase,phaseNum,target,clicked,clickedCorrect,roundScore,roundId,trialNum,tangramSet,repNum
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,Player,A,B,listener,2.0,refgame,2.0,page3-85,page3-85,True,2.0,01KJ36SA664JSKRGFG19D7G6CF,53.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Player,C,C,speaker,1.0,refgame,2.0,page1-128,,,2.0,01KJ1AQCP5N52PP2AC71HY8XH1,44.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Player,B,A,listener,5.0,refgame,2.0,page3-136,page3-136,True,2.0,01KJ1AQCVM0W9BZBTVRNHDVT1A,67.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,4.0,refgame,1.0,page1-128,page1-128,True,2.0,01KJ36SA0HS53MP3X566TTVF5X,28.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Player,A,B,speaker,2.0,refgame,2.0,page3-85,,,2.0,01KJ36SA664JSKRGFG19D7G6CF,53.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,B,B,listener,1.0,refgame,1.0,page1-128,page1-128,True,2.0,01KJ1AQCN7MT1KE1NES8YAE8F2,11.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Player,A,C,speaker,5.0,refgame,2.0,page3-136,,,2.0,01KJ1AQCVM0W9BZBTVRNHDVT1A,67.0,1.0,5.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,Player,A,A,listener,0.0,refgame,2.0,page3-85,page3-85,True,2.0,01KJ36S9XM4VTXNG2YTK3NTNZR,41.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Player,B,C,listener,4.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ36SA01H9K10A82Z4S4SDW8,61.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Minu,A,A,speaker,1.0,refgame,1.0,page3-85,,,0.0,01KJ1AQCXMHT16Z6Z8GFC4PCZZ,8.0,1.0,2.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,C,C,speaker,2.0,refgame,1.0,page5-64,,,2.0,01KJ1AQCMSRCHT1CGHT2K2X38J,17.0,1.0,2.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,Lika,C,C,listener,2.0,refgame,1.0,page1-128,page1-128,True,2.0,01KJ36SAACRRYNN5VKHZKVB962,13.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Zuda,B,B,listener,3.0,refgame,1.0,page9-27,page9-27,True,2.0,01KJ36SA46FE8SJQ8B5QM3TEHC,18.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEMA6765ECKJ6NX8GGDF2,Lika,C,C,listener,4.0,refgame,1.0,page5-64,,False,0.0,01KJ1AQD01P7NRDVWX5CHPTPPH,24.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,B,B,listener,0.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ1AQCYQ9FV1QHKDYTHNQX9E,36.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,C,A,listener,0.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ1AQCNS5NZR5YKTM367GZW0,38.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Player,A,C,listener,4.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ1AQCWCR9KXHAHPF35P36J6,61.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Player,A,A,speaker,0.0,refgame,2.0,page9-27,,,2.0,01KJ36S9XV30059JQ67YJEA59K,40.0,1.0,2.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Zuda,B,B,listener,0.0,refgame,1.0,page9-27,page9-27,True,2.0,01KJ1AQCKV9YXFGTVMPN9S8RP1,0.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,C,C,listener,1.0,refgame,1.0,page1-128,page1-128,True,2.0,01KJ1AQCN7MT1KE1NES8YAE8F2,11.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,B,B,listener,3.0,refgame,1.0,page9-46,page9-46,True,2.0,01KJ1AQD0B8CJQT16Y2ZC775AT,21.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,1.0,refgame,1.0,page9-27,page9-27,True,2.0,01KJ36S9T2S39HVNGH39N87KWF,10.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,speaker,2.0,refgame,1.0,page1-128,,,2.0,01KJ36SAACRRYNN5VKHZKVB962,13.0,1.0,1.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,speaker,2.0,refgame,1.0,page5-64,,,2.0,01KJ36SA2ZA50WTYR6WME7BX1Q,15.0,1.0,1.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Hera,B,B,listener,4.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ36SA1DR0T2MEJ3MT3JQ39S,24.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Player,A,A,speaker,3.0,refgame,2.0,page5-64,,,2.0,01KJ36SA5JG1XQN3022Q22F76W,56.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Player,B,C,speaker,0.0,refgame,2.0,page5-64,,,2.0,01KJ36S9YV5NNAKS0XGWSAJ0M9,37.0,1.0,1.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Player,B,C,listener,3.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ36SA5JG1XQN3022Q22F76W,56.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Repi,A,A,speaker,3.0,refgame,1.0,page3-136,,,2.0,01KJ1AQD0GXD90ZM301K7P3VT9,20.0,1.0,4.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Player,A,B,listener,5.0,refgame,2.0,page3-85,page3-85,True,2.0,01KJ1AQCP83RCQ181F5MSHC36A,70.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Minu,A,A,listener,2.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ1AQCS4D0N0J5CE90AFEZS5,12.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Player,C,A,listener,0.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ1AQCNS5NZR5YKTM367GZW0,38.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Player,B,A,listener,5.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ1AQD0M8ZAKNFA420SGXCN4,71.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Repi,A,A,speaker,0.0,refgame,1.0,page5-64,,,2.0,01KJ36S9V14Q6B7YAR9F2G9ZQB,4.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Minu,A,A,listener,0.0,refgame,1.0,page3-85,page1-128,False,0.0,01KJ1AQCY8E0YF1JSP4X76Y544,2.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,Nori,C,C,listener,3.0,refgame,1.0,page9-46,page9-46,True,2.0,01KJ36SA39H4KMPPFTX7V4TW4C,22.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,Felu,C,C,listener,3.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ36SA33VXZ2NZHRS7N88Q2C,23.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Player,A,B,speaker,2.0,refgame,2.0,page5-64,,,2.0,01KJ36SA5ZHSV8930WX1PR6CAR,52.0,1.0,2.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FPQT07Q8H1HTHKNR9ZHN,Player,C,A,listener,3.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ36SA5JG1XQN3022Q22F76W,56.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Zuda,B,B,listener,0.0,refgame,1.0,page5-64,,False,0.0,01KJ1AQCYDM9Z3ENWEZJTEG8X9,1.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Felu,C,C,speaker,1.0,refgame,1.0,page1-128,,,2.0,01KJ1AQCN7MT1KE1NES8YAE8F2,11.0,1.0,2.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,B,A,listener,3.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ1AQCWJZEKCXTJJS2YBW0ZF,58.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,0.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ36S9V14Q6B7YAR9F2G9ZQB,4.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Player,A,B,listener,2.0,refgame,2.0,page3-136,page3-136,True,2.0,01KJ1AQCMZ2EKZ5H8M5RE8H4HS,48.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEJK9C91FE2EF1F6KAWDY,Player,B,A,listener,4.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ1AQCWCR9KXHAHPF35P36J6,61.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,Bavi,B,B,speaker,5.0,refgame,1.0,page9-46,,,2.0,01KJ36SA2A9SGW3CNY8YFN4JAZ,32.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Player,B,A,speaker,4.0,refgame,2.0,page3-136,,,2.0,01KJ36S9ZW98KGWQV00FFSYZ77,60.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Player,B,A,speaker,4.0,refgame,2.0,page9-27,,,2.0,01KJ36SAC0QNYCB3EQTJHJ1VWJ,64.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Repi,A,A,speaker,3.0,refgame,1.0,page5-64,,,2.0,01KJ36SA3RF4SJXWS77GCQ0F3K,20.0,1.0,4.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,Nori,C,C,speaker,5.0,refgame,1.0,page3-136,,,2.0,01KJ36SA2HQ6BM8234ENRDTZ53,31.0,1.0,3.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Repi,A,A,speaker,3.0,refgame,1.0,page3-85,,,2.0,01KJ1AQCMEADJRVRTPPF58GWZP,18.0,1.0,5.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,C,C,speaker,5.0,refgame,1.0,page9-27,,,2.0,01KJ1AQCZB2GMCTK4JYXQE8PN8,31.0,1.0,3.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,C,C,speaker,2.0,refgame,2.0,page1-128,,,2.0,01KJ1AQCMPC8PZ0EETH7BDVA6W,51.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,Nori,C,C,speaker,2.0,refgame,1.0,page5-64,,,2.0,01KJ36SA2ZA50WTYR6WME7BX1Q,15.0,1.0,1.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Player,B,C,speaker,3.0,refgame,2.0,page5-64,,,2.0,01KJ36SA5JG1XQN3022Q22F76W,56.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Player,A,B,listener,4.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ36SA0592V5WFRE4SBWY9FK,62.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Repi,A,A,listener,5.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ1AQCZD6D66QQ11G1E8D5EY,30.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Player,C,A,listener,0.0,refgame,2.0,page9-27,page9-27,True,2.0,01KJ1AQCV8TX09704S3JTGMPE4,41.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,1.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ36S9VYSBE4WZYFZAA4R0AY,7.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Repi,A,A,listener,1.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ36S9SNR0VZGTXHY3P04WB3,11.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Hera,B,B,listener,5.0,refgame,1.0,page1-128,page1-128,True,2.0,01KJ36SA21BBWY0QG60E2K48J4,33.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,C,A,speaker,2.0,refgame,2.0,page3-85,,,2.0,01KJ1AQCXCR1XN4ASMBQ8XMYXG,52.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Player,A,B,speaker,3.0,refgame,2.0,page9-46,,,2.0,01KJ1AQCX3CPNY5C6X7ZKB0GPH,54.0,1.0,4.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,B,A,listener,3.0,refgame,2.0,page3-136,page3-136,True,2.0,01KJ1AQCWXZ3C00W0BMNY4946D,55.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Player,B,B,speaker,4.0,refgame,2.0,page3-136,,,2.0,01KJ1AQCW7K947FQTE1R7681KS,63.0,1.0,4.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,Nori,C,C,listener,4.0,refgame,1.0,page3-136,page3-136,True,2.0,01KJ36SA0YQ4YWD8KVA3PS76Q4,26.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Player,A,B,listener,4.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ36SA01H9K10A82Z4S4SDW8,61.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Player,C,B,listener,5.0,refgame,2.0,page9-46,page9-46,True,2.0,01KJ1AQCW0JSWN94B6NSFBP9R6,66.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Player,B,C,listener,3.0,refgame,2.0,page9-27,page9-27,True,2.0,01KJ36S9S2ZJ5G6V39V36Y8N06,54.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Player,A,C,speaker,5.0,refgame,2.0,page3-136,,,2.0,01KJ36SABRESFHZD7G14TX3P9F,68.0,1.0,3.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Felu,C,C,listener,3.0,refgame,1.0,page9-27,page9-27,True,2.0,01KJ1AQD0JTY8Z71102CWN9N9B,19.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Player,C,A,listener,2.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ1AQCMPC8PZ0EETH7BDVA6W,51.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HP23RMC93E849APAJY04,Bavi,B,B,listener,1.0,refgame,1.0,page9-46,page9-46,True,2.0,01KJ36S9TMHBYSF7C5PXAF9HXW,8.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Hera,B,B,listener,4.0,refgame,1.0,page9-46,page1-128,False,0.0,01KJ36SA17WT5ZRF9YCKTX5TRR,25.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,Lika,C,C,listener,5.0,refgame,1.0,page9-27,page3-136,False,0.0,01KJ36S9ZAENNP0C7PP867NV36,30.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Player,B,B,listener,3.0,refgame,2.0,page9-46,page9-46,True,2.0,01KJ1AQCX3CPNY5C6X7ZKB0GPH,54.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,B,A,listener,4.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ1AQCW66V8B8K1AKN3Q07AM,64.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,B,A,speaker,5.0,refgame,2.0,page9-46,,,2.0,01KJ1AQCW0JSWN94B6NSFBP9R6,66.0,1.0,4.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Zuda,B,B,speaker,1.0,refgame,1.0,page5-64,,,2.0,01KJ36S9VYSBE4WZYFZAA4R0AY,7.0,1.0,2.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36HPQGRRDA1JZ2BN1MDMN4,Minu,A,A,listener,3.0,refgame,1.0,page9-46,page9-46,True,2.0,01KJ36SA39H4KMPPFTX7V4TW4C,22.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ET4XZJSBET24EAAPG563,Hera,B,B,listener,4.0,refgame,1.0,page3-136,page3-136,True,2.0,01KJ36SA0YQ4YWD8KVA3PS76Q4,26.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,Lika,C,C,listener,4.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ36SA0SF7MFPNJ09NN2B60A,27.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Player,A,C,speaker,4.0,refgame,2.0,page9-27,,,2.0,01KJ1AQCW91WDS3GN1RBM13BDY,62.0,1.0,3.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,0.0,refgame,1.0,page3-136,page3-136,True,2.0,01KJ36S9P3AR0XMYE70RYQGQ4X,0.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Zuda,B,B,speaker,1.0,refgame,1.0,page9-46,,,2.0,01KJ36S9TMHBYSF7C5PXAF9HXW,8.0,1.0,1.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,3.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ36SA33VXZ2NZHRS7N88Q2C,23.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Player,B,B,listener,0.0,refgame,2.0,page3-136,page3-136,True,2.0,01KJ36S9YM869YB8Z12FTPYZTW,38.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Repi,A,A,listener,4.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ1AQCZRSQA59FDNP6982XXA,27.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Felu,C,C,speaker,4.0,refgame,1.0,page9-46,,,2.0,01KJ1AQCZG9H7JJDXB7SSXTBKD,29.0,1.0,4.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Player,A,C,listener,0.0,refgame,2.0,page3-136,page3-136,True,2.0,01KJ1AQCNQP3SJQTPT1E59DGSF,40.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,C,B,listener,3.0,refgame,2.0,page1-128,page1-128,True,2.0,01KJ1AQCWFXCGP0Y9KPNM843EJ,59.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,C,C,listener,5.0,refgame,2.0,page9-46,page9-46,True,2.0,01KJ1AQCW0JSWN94B6NSFBP9R6,66.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Zuda,B,B,listener,0.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ36S9VEDYHAQX7FAH25GZP5,2.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36F4YDX6CZ5RBVN7KN0VFA,Nori,C,C,listener,0.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ36S9V14Q6B7YAR9F2G9ZQB,4.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36JHZG7RJW8JFPYPM1ZBSD,Laju,A,A,listener,1.0,refgame,1.0,page9-46,page9-46,True,2.0,01KJ36S9TMHBYSF7C5PXAF9HXW,8.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,C,C,listener,0.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ1AQCY8E0YF1JSP4X76Y544,2.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADZVZREV8CZAR4J758GGY,Repi,A,A,listener,1.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ1AQCNJWQQJ5DSDVX2DXF8B,9.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEJK9C91FE2EF1F6KAWDY,Hera,B,B,listener,2.0,refgame,1.0,page5-64,page5-64,True,2.0,01KJ1AQCMSRCHT1CGHT2K2X38J,17.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Felu,C,C,speaker,4.0,refgame,1.0,page1-128,,,2.0,01KJ1AQCZP27EAWYZEDFBX0F1G,28.0,1.0,4.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Zuda,B,B,listener,0.0,refgame,1.0,page3-136,page3-136,True,2.0,01KJ36S9P3AR0XMYE70RYQGQ4X,0.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36FC5TV0WE77HY2CRQEVK9,Lika,C,C,speaker,0.0,refgame,1.0,page9-46,,,2.0,01KJ36S9TTCE08CS05RX17X2YA,5.0,1.0,2.0
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36H4JT5FXT099834BWVZ2X,Repi,A,A,speaker,3.0,refgame,1.0,page3-136,,,2.0,01KJ36SA40AZKM5E3X37P0YJE2,19.0,1.0,3.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,B,B,listener,1.0,refgame,1.0,page9-27,page9-27,True,2.0,01KJ1AQCXXF4RNBACZJT6NJBQ4,6.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Zuda,B,B,listener,2.0,refgame,1.0,page9-27,page9-27,True,2.0,01KJ1AQCV58HSS87XTW6B8WP7C,14.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Felu,C,C,speaker,4.0,refgame,1.0,page3-136,,,2.0,01KJ1AQCZZJ06BHZ8FEPVVSTC2,25.0,1.0,4.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ACD2B6QR45E93SRAYX5VB,Player,B,B,listener,3.0,refgame,2.0,page5-64,page5-64,True,2.0,01KJ1AQCWJZEKCXTJJS2YBW0ZF,58.0,1.0,
01KJ33KJSZTPJ1ZX8A32CVKHSG,01KJ36ETQEFCRFP2MBHTV3TAYN,Zuda,B,B,listener,3.0,refgame,1.0,page1-128,page1-128,True,2.0,01KJ36SA3G3PW4PR47Z99QRZ4B,21.0,1.0,
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AEMA6765ECKJ6NX8GGDF2,Lika,C,C,speaker,0.0,refgame,1.0,page9-27,,,2.0,01KJ1AQCKV9YXFGTVMPN9S8RP1,0.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AH433HDWM46XC8PJAA0A7,Player,A,C,speaker,5.0,refgame,2.0,page9-46,,,2.0,01KJ1AQCW0JSWN94B6NSFBP9R6,66.0,1.0,6.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,B,B,speaker,2.0,refgame,1.0,page3-136,,,2.0,01KJ1AQCMY5FE87EFD8693P3KX,16.0,1.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1ADF5M161B12EA40N9T0MS,Felu,C,C,listener,3.0,refgame,1.0,page3-85,page3-85,True,2.0,01KJ1AQCMEADJRVRTPPF58GWZP,18.0,1.0,
