gameId,target,speaker_1,speaker_2,repNum_1,repNum_2,groupID_1,groupID_2,same_group,similarity,participant_pair
CeggQaQu28iwjnF6v,A,pu46J3bvfQAtqHSf9,26ts8GT53g3pT6i95,2,3,0,0,1,0.806312084197998,26ts8GT53g3pT6i95_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,A,pu46J3bvfQAtqHSf9,5AwjKs9g8v39MBQpF,2,4,0,0,1,0.8102789521217346,5AwjKs9g8v39MBQpF_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,A,pu46J3bvfQAtqHSf9,9MYzz2XskhBG3ykwY,2,0,0,1,0,0.6757566928863525,9MYzz2XskhBG3ykwY_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,A,pu46J3bvfQAtqHSf9,uJwo5AiqFsKiF97Qw,2,1,0,1,0,0.7762734889984131,pu46J3bvfQAtqHSf9_uJwo5AiqFsKiF97Qw
CeggQaQu28iwjnF6v,A,pu46J3bvfQAtqHSf9,ZJrrCBJBWcpet3xNP,2,5,0,1,0,0.25248682498931885,ZJrrCBJBWcpet3xNP_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,A,26ts8GT53g3pT6i95,5AwjKs9g8v39MBQpF,3,4,0,0,1,0.9508168697357178,26ts8GT53g3pT6i95_5AwjKs9g8v39MBQpF
CeggQaQu28iwjnF6v,A,26ts8GT53g3pT6i95,9MYzz2XskhBG3ykwY,3,0,0,1,0,0.645400881767273,26ts8GT53g3pT6i95_9MYzz2XskhBG3ykwY
CeggQaQu28iwjnF6v,A,26ts8GT53g3pT6i95,uJwo5AiqFsKiF97Qw,3,1,0,1,0,0.790265679359436,26ts8GT53g3pT6i95_uJwo5AiqFsKiF97Qw
CeggQaQu28iwjnF6v,A,26ts8GT53g3pT6i95,ZJrrCBJBWcpet3xNP,3,5,0,1,0,0.5667484998703003,26ts8GT53g3pT6i95_ZJrrCBJBWcpet3xNP
CeggQaQu28iwjnF6v,A,5AwjKs9g8v39MBQpF,9MYzz2XskhBG3ykwY,4,0,0,1,0,0.6608622670173645,5AwjKs9g8v39MBQpF_9MYzz2XskhBG3ykwY
CeggQaQu28iwjnF6v,A,5AwjKs9g8v39MBQpF,uJwo5AiqFsKiF97Qw,4,1,0,1,0,0.800346851348877,5AwjKs9g8v39MBQpF_uJwo5AiqFsKiF97Qw
CeggQaQu28iwjnF6v,A,5AwjKs9g8v39MBQpF,ZJrrCBJBWcpet3xNP,4,5,0,1,0,0.5141571760177612,5AwjKs9g8v39MBQpF_ZJrrCBJBWcpet3xNP
CeggQaQu28iwjnF6v,A,9MYzz2XskhBG3ykwY,uJwo5AiqFsKiF97Qw,0,1,1,1,1,0.7558445930480957,9MYzz2XskhBG3ykwY_uJwo5AiqFsKiF97Qw
CeggQaQu28iwjnF6v,A,9MYzz2XskhBG3ykwY,ZJrrCBJBWcpet3xNP,0,5,1,1,1,0.3266846835613251,9MYzz2XskhBG3ykwY_ZJrrCBJBWcpet3xNP
CeggQaQu28iwjnF6v,A,uJwo5AiqFsKiF97Qw,ZJrrCBJBWcpet3xNP,1,5,1,1,1,0.43843257427215576,ZJrrCBJBWcpet3xNP_uJwo5AiqFsKiF97Qw
CeggQaQu28iwjnF6v,B,pu46J3bvfQAtqHSf9,26ts8GT53g3pT6i95,2,3,0,0,1,0.888815701007843,26ts8GT53g3pT6i95_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,B,pu46J3bvfQAtqHSf9,5AwjKs9g8v39MBQpF,2,4,0,0,1,0.6954281330108643,5AwjKs9g8v39MBQpF_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,B,pu46J3bvfQAtqHSf9,9MYzz2XskhBG3ykwY,2,0,0,1,0,0.6258947849273682,9MYzz2XskhBG3ykwY_pu46J3bvfQAtqHSf9
CeggQaQu28iwjnF6v,B,pu46J3bvfQAtqHSf9,uJwo5AiqFsKiF97Qw,2,1,0,1,0,0.8731592297554016,pu46J3bvfQAtqHSf9_uJwo5AiqFsKiF97Qw
CeggQaQu28iwjnF6v,B,pu46J3bvfQAtqHSf9,ZJrrCBJBWcpet3xNP,2,5,0,1,0,0.4882139563560486,ZJrrCBJBWcpet3xNP_pu46J3bvfQAtqHSf9
