gameId,playerId,originalGroup,currentGroup,tangramSet,blockNum,trialNum,phase,phaseNum,target,repNum,utterance,uttLength,umap_x,umap_y
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,11.0,refgame,1.0,page-B,1.0,"Like a person kneeling down praying, one with bigger head, not small, head is like a box, kind of detached, having two triangle arms, and a triangle trailing onthe back",30,7.8565655,-0.35554415
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,46.0,refgame,2.0,page-B,2.0,"person pray, /girl ponytail",4,7.4510612,0.47916758
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,6.0,refgame,1.0,page3-35,1.0,Birdhouse,1,-6.4914927,6.4479737
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,A,0.0,1.0,42.0,refgame,2.0,page3-35,2.0,birdhouse,1,-6.5310597,6.5266423
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,7.0,refgame,1.0,page5-28,2.0,"Long rectangle, connected by a square then a diamond on its side",12,2.239862,5.397044
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,A,0.0,1.0,45.0,refgame,2.0,page5-28,1.0,tipped over bottle,3,17.09519,-7.42981
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,8.0,refgame,1.0,page7-107,2.0,Diamond hole in the middle of this shape,8,2.5748563,6.389653
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,47.0,refgame,2.0,page7-107,1.0,fireball with diamond cutout in middle,6,7.065858,6.616596
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,44.0,refgame,2.0,page7-255,2.0,bunny,1,13.965561,4.007001
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,10.0,refgame,1.0,page7-255,1.0,"Kind of has like bunny ears, but one straight up and other to its side, little cutout on right, triangle cutout",21,2.7896774,3.7225106
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,9.0,refgame,1.0,page9-46,2.0,"Cut out on left, short, slanted on right side",9,0.69366014,1.6069857
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,1.0,43.0,refgame,2.0,page9-46,1.0,"left cutout slanted, short",4,0.57287955,1.492338
01KJN6MMPQTMDYRN709968YFN1,01KJN788SPAKVVBHX9T9FDQWAF,B,B,0.0,4.0,64.0,refgame,2.0,page-B,3.0,"praying, girl?",2,7.3845816,0.50890726
