gameId,playerId,originalGroup,target,blockNum,sourceGroup,nSourceTerms,nBorrowed,borrowingRate,condition
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page7-255,0,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page7-255,0,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page7-255,0,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page3-35,0,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page3-35,0,C,4,1,0.25,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page3-35,0,A,1,1,1.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page3-35,0,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page3-35,0,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page3-35,0,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page-B,0,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page-B,0,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page-B,0,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page-B,0,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page-B,0,A,4,1,0.25,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page-B,0,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page-B,1,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page-B,1,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page-B,1,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page-B,1,C,3,1,0.3333333333333333,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page-B,1,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page-B,1,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page-B,4,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page-B,4,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page-B,4,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page-B,4,C,3,1,0.3333333333333333,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page-B,4,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page-B,4,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page7-107,5,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-107,5,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-107,5,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page7-107,5,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page7-255,5,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page7-255,5,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-255,5,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-255,5,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page7-255,5,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page7-255,5,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page7-255,3,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page7-255,3,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page7-255,3,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page7-255,3,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page7-255,3,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page7-255,3,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page-B,5,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page-B,5,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page-B,5,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page-B,5,C,3,1,0.3333333333333333,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page-B,5,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page-B,5,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page5-28,3,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page5-28,3,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page5-28,3,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page5-28,3,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page5-28,3,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page5-28,3,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page3-35,5,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page3-35,5,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page3-35,5,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page3-35,5,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page3-35,5,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page3-35,5,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page3-35,3,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page3-35,3,C,4,1,0.25,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page3-35,3,A,1,1,1.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page3-35,3,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page3-35,3,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page3-35,3,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page9-46,5,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page9-46,5,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page9-46,5,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page9-46,5,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page7-107,3,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page7-107,3,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page7-107,3,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page7-107,3,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page5-28,5,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page5-28,5,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page5-28,5,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page5-28,5,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page5-28,5,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page5-28,5,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page9-46,3,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page9-46,3,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page9-46,3,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page9-46,3,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page9-46,4,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page9-46,4,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page9-46,4,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page9-46,4,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page-B,3,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79PCAAMFX7P2QF70Y3HJM,A,page-B,3,C,3,1,0.3333333333333333,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page-B,3,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZQD1E4YD03FE5CGJY8K,C,page-B,3,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page-B,3,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B4V2673GK7HGVSG52R2P,B,page-B,3,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page5-28,4,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page5-28,4,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page5-28,4,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page5-28,4,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page5-28,4,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page5-28,4,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page-B,2,A,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page-B,2,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page-B,2,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page-B,2,C,3,1,0.3333333333333333,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page-B,2,A,4,1,0.25,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page-B,2,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page7-255,4,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page7-255,4,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page7-255,4,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page7-255,4,C,2,1,0.5,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page7-255,4,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page7-255,4,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page5-28,2,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page5-28,2,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page5-28,2,B,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page5-28,2,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page5-28,2,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page5-28,2,C,3,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page3-35,4,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page3-35,4,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page3-35,4,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page3-35,4,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page3-35,4,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page3-35,4,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page7-107,2,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-107,2,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-107,2,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page7-107,2,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page7-255,2,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page7-255,2,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-255,2,B,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page7-255,2,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page7-255,2,A,5,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page7-255,2,C,2,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page3-35,2,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7931DXZ65NXTWK1GNEZMW,C,page3-35,2,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page3-35,2,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,A,page3-35,2,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page3-35,2,A,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7BYA5X3A2G30KZECRY2HY,B,page3-35,2,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN77XQHYQ5TVVY4HZM02E7R,C,page7-107,4,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page7-107,4,B,1,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,A,page7-107,4,C,4,0,0.0,refer_separated
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,B,page7-107,4,C,4,0,0.0,refer_separated
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,A,page7-255,0,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,A,page7-255,0,C,2,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79J529BWBWTESKB6D9MB7,C,page7-255,0,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79J529BWBWTESKB6D9MB7,C,page7-255,0,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7C40WEQBDF48ACG18M0EV,B,page7-255,0,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7C40WEQBDF48ACG18M0EV,B,page7-255,0,C,2,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,A,page3-35,3,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,A,page3-35,3,C,2,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79J529BWBWTESKB6D9MB7,C,page3-35,3,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79J529BWBWTESKB6D9MB7,C,page3-35,3,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7C40WEQBDF48ACG18M0EV,B,page3-35,3,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7C40WEQBDF48ACG18M0EV,B,page3-35,3,C,2,1,0.5,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,page7-107,2,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,page7-107,2,B,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,page7-107,2,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,page7-107,2,C,4,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,page7-107,2,B,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,page7-107,2,C,4,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,page7-107,1,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,page7-107,1,B,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,page7-107,1,B,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,page7-107,1,C,4,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,page3-35,2,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,page3-35,2,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,page3-35,2,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,page3-35,2,C,2,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,page3-35,2,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,page3-35,2,C,2,1,0.5,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,page-B,1,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,page-B,1,B,4,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN792W85XPK9QGH8A6HSYSJ,B,page-B,1,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN792W85XPK9QGH8A6HSYSJ,B,page-B,1,C,2,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,page-B,1,B,4,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,page-B,1,C,2,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,page9-46,2,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN78DQ6KC0F9N1HA0BPB44R,C,page9-46,2,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,page9-46,2,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,B,page9-46,2,C,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,page9-46,2,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,A,page9-46,2,C,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,page9-46,1,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7863BFF3ZYZGVVSATZTH7,C,page9-46,1,B,3,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN792W85XPK9QGH8A6HSYSJ,B,page9-46,1,A,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN792W85XPK9QGH8A6HSYSJ,B,page9-46,1,C,1,0,0.0,social_mixed
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AAX1VHZ1A7ZB35BNRH8N,A,page9-46,1,B,3,1,0.3333333333333333,social_mixed
