gameId,playerId,playerName,originalGroup,currentGroup,role,blockNum,phase,phaseNum,target,clicked,clickedCorrect,roundScore,roundId,lateClick,clickedAt,tangramSelectedAt,selectionRenderedAt,socialGuessSelectedAt,selectionRt,socialGuessRt,timeout,lateSocialGuess,trialNum,reshuffleMode,tangramSet,selectionStartedAt,selectionEndedAt,selectionDurationMs,repNum,speakerId,inGroupSpeaker,groupSize,speakerReassigned,hasSpeakerMessage,responseOpportunity,serverSpeakerId,serverInGroupListener,serverGroupSize,reshuffleGroups,reshuffleTrios,reshuffleTriosOk,reshufflePairs,excluded,exclusionReason
01KJN6MMPQTMDYRN709DP5DSDA,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,A,A,listener,5.0,refgame,2.0,page9-46,page9-46,True,2.0,01KJN7KZ4514C3QZK5XNERM52K,False,,,,,,,False,False,67.0,,0.0,1772388551585,1772388565781,14196,,01KJN7B32C1C5254NSG6ZK1GRK,True,3,False,True,True,,,,,,,,False,
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7AZC7FAG17CY924MRTCF7,Player,A,C,speaker,2.0,refgame,2.0,page5-28,,,2.0,01KJN7JJ144X9C126M86JNY5Y5,False,,,,,,,False,False,50.0,,0.0,1772388771422,1772388791447,20025,1.0,01KJN7AZC7FAG17CY924MRTCF7,,3,False,True,False,,,,,,,,False,
01KJN6MMPQTMDYRN709968YFN1,01KJN791EPN054R2NTQQ1BFXJ5,Player,A,A,listener,3.0,refgame,2.0,page9-46,page7-255,False,0.0,01KJN7K5KSEZZTN34AR4PS7YC7,False,,,,,,,False,False,58.0,,0.0,1772388828490,1772388848484,19994,,01KJN79Y7T0VZNKHTSJRZWTDZ5,False,3,False,True,True,,,,,,,,False,
01KJN6MMPQTMDYRN709968YFN1,01KJN78M7563R5D9TQE5G142DA,Lika,C,C,speaker,0.0,refgame,1.0,page5-28,,,0.0,01KJN7K5FJH6VAH8DMSYVN52WF,False,,,,,,,False,False,1.0,,0.0,1772386685473,1772386730491,45018,1.0,01KJN78M7563R5D9TQE5G142DA,,3,False,False,False,,,,,,,,False,
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7AAWT4GWKRZ7B9775509P,Zuda,B,B,listener,0.0,refgame,1.0,page3-35,page3-35,True,2.0,01KJN7KYVMH6VJC6N59GV39RY1,False,,,,,,,False,False,1.0,,0.0,1772386711287,1772386756289,45002,,01KJN7B4V2673GK7HGVSG52R2P,True,3,False,True,True,,,,,,,,False,
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,Laju,A,A,listener,1.0,refgame,1.0,page7-255,page7-255,True,2.0,01KJN7KZ48XCCWBNQKS0SJE7ES,False,,,,,,,False,False,10.0,,0.0,1772387170616,1772387215615,44999,,01KJN79ZRTRDMY6RH8ZCYCM9NV,True,3,False,True,True,,,,,,,,False,
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7B32C1C5254NSG6ZK1GRK,Laju,A,A,listener,0.0,refgame,2.0,page5-28,page5-28,True,2.0,01KJN7KYY3G8VA1DGR0XCV0GC9,False,,,,,,,False,False,39.0,,0.0,1772388096966,1772388111396,14430,,01KJN79PCAAMFX7P2QF70Y3HJM,True,3,False,True,True,,,,,,,,False,
01KJN6MMQ03KZPZN0275VZXK6R,01KJN7A44GGBE9XR412KV5BFSC,Bavi,B,B,listener,4.0,refgame,1.0,page-B,,False,0.0,01KJN7JJ1T0XBC815C25NRSF57,False,,,,,,,True,False,29.0,,0.0,1772388018523,1772388063879,45356,,01KJN792W85XPK9QGH8A6HSYSJ,True,3,False,True,True,,,,,,,,False,
01KJN6MMQ03KZPZN0275VZXK6R,01KJN79B14FBSYSKKCG2BYVBB6,Player,A,C,speaker,0.0,refgame,2.0,page5-28,,,2.0,01KJN7JJ1VVYECS34J9NT698WM,False,,,,,,,False,False,39.0,,0.0,1772388446349,1772388466403,20054,1.0,01KJN79B14FBSYSKKCG2BYVBB6,,3,False,True,False,,,,,,,,False,
01KJN6MMPQTMDYRN709968YFN1,01KJN79ZDP3YNFFHHQA302PJDP,Nori,C,C,listener,3.0,refgame,1.0,page-B,,False,0.0,01KJN7K5J6A9SFZW6X3QF5099N,False,,,,,,,True,False,18.0,,0.0,1772387569671,1772387614705,45034,,01KJN78M7563R5D9TQE5G142DA,True,3,False,False,False,,,,,,,,False,
