gameId,roundId,blockNum,phase,phaseNum,target,group,senderId,senderName,senderRole,text,timestamp,trialNum,tangramSet
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYVX2YBMH8VCCFFKA25A,3.0,refgame,1.0,page5-28,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,it is the rectangle with the small square and diamond,1772387568300,19.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYVX2YBMH8VCCFFKA25A,3.0,refgame,1.0,page5-28,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,again THE SHAPES ARE ALL THE ONES WE HAVE GUESSED,1772387578632,19.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYW7CVYKM5SHMJ89SKKM,1.0,refgame,2.0,page9-46,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,wave,1772388207811,45.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYW7CVYKM5SHMJ89SKKM,1.0,refgame,2.0,page9-46,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,pacman,1772388208025,45.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYW7CVYKM5SHMJ89SKKM,1.0,refgame,2.0,page9-46,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,rectangle and wave,1772388210773,45.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWAX41N5G0QPJ1GRFCF,5.0,refgame,1.0,page7-255,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,bunny ears,1772387978741,35.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWAX41N5G0QPJ1GRFCF,5.0,refgame,1.0,page7-255,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,listener,i bet its bunnyears,1772387979850,35.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWAX41N5G0QPJ1GRFCF,5.0,refgame,1.0,page7-255,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,ninja / triangle head,1772387981688,35.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWAX41N5G0QPJ1GRFCF,5.0,refgame,1.0,page7-255,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,"triangle cutout on left, triangle on top",1772387992699,35.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWAX41N5G0QPJ1GRFCF,5.0,refgame,1.0,page7-255,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,vertically sticking out,1772388006984,35.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWCG0VSA4BGP1BA4VRQ,5.0,refgame,1.0,page9-46,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,wave with rectangle,1772387908321,31.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWCG0VSA4BGP1BA4VRQ,5.0,refgame,1.0,page9-46,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,wave,1772387908380,31.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWCG0VSA4BGP1BA4VRQ,5.0,refgame,1.0,page9-46,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,pac man/sphinx,1772387908785,31.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWFXTPDV5GRYPW63TV1,4.0,refgame,1.0,page5-28,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,rearview mirror,1772387695815,24.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWFXTPDV5GRYPW63TV1,4.0,refgame,1.0,page5-28,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,Camera,1772387697271,24.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWFXTPDV5GRYPW63TV1,4.0,refgame,1.0,page5-28,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,big rectangle with small rectangle and slanted diamond,1772387703996,24.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWH7DW8R8C7QY0ZK5NG,4.0,refgame,1.0,page9-46,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,sphinx,1772387861888,29.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWH7DW8R8C7QY0ZK5NG,4.0,refgame,1.0,page9-46,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,rectangle in the wave,1772387863735,29.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWH7DW8R8C7QY0ZK5NG,4.0,refgame,1.0,page9-46,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,wave with cutout on left,1772387873085,29.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWMSRM1063TCQEJ1X20,3.0,refgame,1.0,page3-35,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,lighthouse,1772387641031,22.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWMSRM1063TCQEJ1X20,3.0,refgame,1.0,page3-35,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,birdhouse,1772387641501,22.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWMSRM1063TCQEJ1X20,3.0,refgame,1.0,page3-35,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,listener,Thanks,1772387647665,22.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWMSRM1063TCQEJ1X20,3.0,refgame,1.0,page3-35,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,bird feeder,1772387653667,22.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWMSRM1063TCQEJ1X20,3.0,refgame,1.0,page3-35,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,trapezoid base,1772387657483,22.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWQFV3P23NSADGCXAHG,4.0,refgame,1.0,page3-35,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,mailbox,1772387825810,28.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWQFV3P23NSADGCXAHG,4.0,refgame,1.0,page3-35,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,lighthouse,1772387826063,28.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWQFV3P23NSADGCXAHG,4.0,refgame,1.0,page3-35,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,treehouse,1772387831900,28.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWTHVP18XWA27WSJNEC,4.0,refgame,1.0,page7-255,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,bunny ears,1772387776152,27.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWTHVP18XWA27WSJNEC,4.0,refgame,1.0,page7-255,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,ninja/triangle head,1772387785927,27.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWTHVP18XWA27WSJNEC,4.0,refgame,1.0,page7-255,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,triangle top with tow arms and squaish bottom,1772387808076,27.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWVG5D3PX554T4PG812,3.0,refgame,1.0,page-B,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,kneeling person square head,1772387615146,21.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWVG5D3PX554T4PG812,3.0,refgame,1.0,page-B,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,"tilted square on top, triangle on right",1772387617703,21.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWVG5D3PX554T4PG812,3.0,refgame,1.0,page-B,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,its the tilted square and triangle on a mass of shapes,1772387620434,21.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWVG5D3PX554T4PG812,3.0,refgame,1.0,page-B,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,triangle arms,1772387620662,21.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWYTD5D3M21S2X8P0AA,4.0,refgame,1.0,page7-107,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,diamond in middle,1772387751646,26.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWYTD5D3M21S2X8P0AA,4.0,refgame,1.0,page7-107,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,"white diamond, triangle fins",1772387756486,26.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYWYTD5D3M21S2X8P0AA,4.0,refgame,1.0,page7-107,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,diamond cutout,1772387761669,26.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX0NA6EE02CQYEKX5QJ,3.0,refgame,1.0,page9-46,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,its the wave witht he rectangle cut out,1772387595887,20.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX0NA6EE02CQYEKX5QJ,3.0,refgame,1.0,page9-46,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,wave with cutout on left,1772387596163,20.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX0NA6EE02CQYEKX5QJ,3.0,refgame,1.0,page9-46,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,pacman mouth open on left,1772387598998,20.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX36Y98PXYV7H3VMGZH,4.0,refgame,1.0,page-B,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,"person kneeling, square head",1772387726839,25.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX36Y98PXYV7H3VMGZH,4.0,refgame,1.0,page-B,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,Slanted square with the 2 triangles and other shapes,1772387729194,25.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX36Y98PXYV7H3VMGZH,4.0,refgame,1.0,page-B,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,Tilted square as head triangle on right,1772387732710,25.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX5K9668G0J8VAVZ5YF,1.0,refgame,2.0,page7-255,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,bunny ears,1772388172303,43.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX5K9668G0J8VAVZ5YF,1.0,refgame,2.0,page7-255,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,ninja,1772388173179,43.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX5K9668G0J8VAVZ5YF,1.0,refgame,2.0,page7-255,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,top triangle,1772388176172,43.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX76441G4MZVKJSBPHS,1.0,refgame,2.0,page5-28,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,camera,1772388158435,42.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX76441G4MZVKJSBPHS,1.0,refgame,2.0,page5-28,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,rearview mirror,1772388158546,42.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX76441G4MZVKJSBPHS,1.0,refgame,2.0,page5-28,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,rectangle rectangle slanted diamond,1772388160949,42.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX9412F6D9T4P6GZVTR,2.0,refgame,2.0,page9-46,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,pac man,1772388250186,48.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX9412F6D9T4P6GZVTR,2.0,refgame,2.0,page9-46,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,Wave with rectangle,1772388250779,48.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYX9412F6D9T4P6GZVTR,2.0,refgame,2.0,page9-46,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,wave,1772388251286,48.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXC39570NBM5M60XHPH,0.0,refgame,2.0,page7-107,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,diamond,1772388136645,41.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXC39570NBM5M60XHPH,0.0,refgame,2.0,page7-107,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,diamond in middle,1772388138058,41.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXC39570NBM5M60XHPH,0.0,refgame,2.0,page7-107,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,3 fins on left,1772388139832,41.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXFQRPB40W6RYE3EFWM,1.0,refgame,2.0,page7-107,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,white diamond,1772388236036,47.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXFQRPB40W6RYE3EFWM,1.0,refgame,2.0,page7-107,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,dimond cutout,1772388239642,47.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXFQRPB40W6RYE3EFWM,1.0,refgame,2.0,page7-107,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,cut out diamond,1772388240179,47.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXP8T26GV24HNFMQXQP,0.0,refgame,2.0,page9-46,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,wave,1772388117872,40.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXP8T26GV24HNFMQXQP,0.0,refgame,2.0,page9-46,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,wave with rectangle,1772388121351,40.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXP8T26GV24HNFMQXQP,0.0,refgame,2.0,page9-46,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,pacman open left mouth,1772388122982,40.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXWXWC5F6JA6AZJ6Q67,1.0,refgame,2.0,page3-35,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,lighthouse,1772388220141,46.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXWXWC5F6JA6AZJ6Q67,1.0,refgame,2.0,page3-35,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,birdhouse,1772388222902,46.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYXWXWC5F6JA6AZJ6Q67,1.0,refgame,2.0,page3-35,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,birdhouse,1772388223045,46.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY3G8VA1DGR0XCV0GC9,0.0,refgame,2.0,page5-28,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,camera,1772388099282,39.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY3G8VA1DGR0XCV0GC9,0.0,refgame,2.0,page5-28,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,reaview mirror,1772388102963,39.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY3G8VA1DGR0XCV0GC9,0.0,refgame,2.0,page5-28,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,rectanglesquareand diamond,1772388105310,39.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,listener,Hello!,1772386833993,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,Its multiple triangles,1772386835639,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,looks a bit like rabbit ears,1772386841158,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,"looks like a ninja with a cloak wearing a hood, arms out to side",1772386845557,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,Looks like a bird with wings stretched out,1772386846783,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,listener,Thanks!,1772386847742,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYY7ZXJQFEB6A26GX86K,0.0,refgame,1.0,page7-255,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,5 different points,1772386851508,3.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYA4F2NERJFZQJ023GY,0.0,refgame,2.0,page7-255,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,top triangle,1772388085637,38.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYA4F2NERJFZQJ023GY,0.0,refgame,2.0,page7-255,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,ninja,1772388086065,38.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYA4F2NERJFZQJ023GY,0.0,refgame,2.0,page7-255,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,bunnyears,1772388087954,38.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYEBVY8X95NHX4BR4FV,0.0,refgame,2.0,page3-35,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,house,1772388066829,37.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYEBVY8X95NHX4BR4FV,0.0,refgame,2.0,page3-35,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,lighthouse,1772388067677,37.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYEBVY8X95NHX4BR4FV,0.0,refgame,2.0,page3-35,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,birdhouse,1772388069093,37.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYKG4J0XFNGWMZ2451X,0.0,refgame,2.0,page-B,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,"tilted square, right triangle",1772388048255,36.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYKG4J0XFNGWMZ2451X,0.0,refgame,2.0,page-B,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,slanted square and triangle on shapes,1772388050294,36.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYKG4J0XFNGWMZ2451X,0.0,refgame,2.0,page-B,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,kneeling praying trinagle arms,1772388055310,36.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYXHVJJDVQGT2GSWXHY,5.0,refgame,1.0,page3-35,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,lighthouse,1772387957145,34.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYXHVJJDVQGT2GSWXHY,5.0,refgame,1.0,page3-35,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,birdhouse,1772387958888,34.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYYXHVJJDVQGT2GSWXHY,5.0,refgame,1.0,page3-35,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,bird house / mail box,1772387959617,34.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZ4BR3PV6SVPD7F89EN,5.0,refgame,1.0,page-B,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,"person kneeling, square head",1772387940956,33.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZ4BR3PV6SVPD7F89EN,5.0,refgame,1.0,page-B,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,tilted square small triangle on right,1772387944638,33.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZ4BR3PV6SVPD7F89EN,5.0,refgame,1.0,page-B,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,"slanted square, two triangles and all the other shapes",1772387944978,33.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZ8JEEX9EFFC2G9SFJ0,1.0,refgame,2.0,page-B,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,square head,1772388191004,44.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZ8JEEX9EFFC2G9SFJ0,1.0,refgame,2.0,page-B,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,slanted square with triangles,1772388192386,44.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZ8JEEX9EFFC2G9SFJ0,1.0,refgame,2.0,page-B,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,square head,1772388194778,44.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZA3BRY3D1F5P0C9MSA,5.0,refgame,1.0,page5-28,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,rear view mirror,1772387921288,32.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZA3BRY3D1F5P0C9MSA,5.0,refgame,1.0,page5-28,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,camera,1772387921377,32.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZA3BRY3D1F5P0C9MSA,5.0,refgame,1.0,page5-28,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,"rectangle, smaller rectangle, and then slanted diamond",1772387925558,32.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZCYWANNP5JHHSNDKG7,5.0,refgame,1.0,page7-107,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,Diamond in the middle,1772387887350,30.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZCYWANNP5JHHSNDKG7,5.0,refgame,1.0,page7-107,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,white diamond,1772387891459,30.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZCYWANNP5JHHSNDKG7,5.0,refgame,1.0,page7-107,C,01KJN7931DXZ65NXTWK1GNEZMW,Nori,speaker,"three fins on left, white diamond center",1772387891872,30.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZF6WBFK0HY3WZWJTDJ,3.0,refgame,1.0,page7-107,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,diamond cutout,1772387666423,23.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZF6WBFK0HY3WZWJTDJ,3.0,refgame,1.0,page7-107,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,diamond in middle,1772387669830,23.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZF6WBFK0HY3WZWJTDJ,3.0,refgame,1.0,page7-107,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,"diamond opening, 3 fins on left",1772387674234,23.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZJSMEX4580M0EBGRRX,4.0,refgame,2.0,page-B,C,01KJN77XQHYQ5TVVY4HZM02E7R,Felu,speaker,square head,1772388438102,60.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZJSMEX4580M0EBGRRX,4.0,refgame,2.0,page-B,A,01KJN79ZRTRDMY6RH8ZCYCM9NV,Minu,speaker,square head,1772388441569,60.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZJSMEX4580M0EBGRRX,4.0,refgame,2.0,page-B,B,01KJN7AAWT4GWKRZ7B9775509P,Zuda,speaker,Slanted square with triangles,1772388443305,60.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZNJ3BKWKDZS9HS506H,3.0,refgame,1.0,page7-255,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,listener,Hi,1772387511380,18.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZNJ3BKWKDZS9HS506H,3.0,refgame,1.0,page7-255,B,01KJN7B4V2673GK7HGVSG52R2P,Hera,speaker,its the one that has the rabit ears... these are the same again,1772387518280,18.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZNJ3BKWKDZS9HS506H,3.0,refgame,1.0,page7-255,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,ninja running to right arms out to side,1772387518450,18.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZNJ3BKWKDZS9HS506H,3.0,refgame,1.0,page7-255,C,01KJN79ZQD1E4YD03FE5CGJY8K,Lika,speaker,triangle head,1772387523102,18.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZNJ3BKWKDZS9HS506H,3.0,refgame,1.0,page7-255,A,01KJN79PCAAMFX7P2QF70Y3HJM,Repi,speaker,"90 degree angle on left with a vertical triangle on right, very top",1772387523519,18.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZNJ3BKWKDZS9HS506H,3.0,refgame,1.0,page7-255,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,listener,Thank you!,1772387525329,18.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZVF0MZ734PHRTBKCFB,2.0,refgame,1.0,page9-46,B,01KJN7BYA5X3A2G30KZECRY2HY,Bavi,speaker,This looks like a wave with a rectangle cut out,1772387467905,17.0,0.0
01KJN6MMPQTMDYRN709DP5DSDA,01KJN7KYZVF0MZ734PHRTBKCFB,2.0,refgame,1.0,page9-46,A,01KJN7B32C1C5254NSG6ZK1GRK,Laju,speaker,"wave, retangle cutout on left",1772387474282,17.0,0.0
